listing_slug,listing_name,category,sort_order,kind,image_filename,recommended_alt_text,width,height
nestled-room-collective,Nestled Room Collective,Photography,2,portfolio,nestled-room-collective-product-photography-03.svg,"Fictional photography portfolio concept for Nestled Room Collective, showing a refined ceramic product photography setup.",1200,900
nestled-room-collective,Nestled Room Collective,Photography,3,portfolio,nestled-room-collective-photography-workspace-04.svg,"Fictional photography portfolio concept for Nestled Room Collective, showing an organized photographer workspace with camera and contact sheets.",1200,900
amberly-care-workshop,Amberly Care Workshop,IT Support,0,thumbnail,amberly-care-workshop-device-setup-support-01.svg,"Fictional it support portfolio concept for Amberly Care Workshop, showing a tidy laptop and desktop device setup.",1200,900
amberly-care-workshop,Amberly Care Workshop,IT Support,1,portfolio,amberly-care-workshop-home-network-review-02.svg,"Fictional it support portfolio concept for Amberly Care Workshop, showing an organized router and home-network review setting.",1200,900
amberly-care-workshop,Amberly Care Workshop,IT Support,2,portfolio,amberly-care-workshop-cable-management-03.svg,"Fictional it support portfolio concept for Amberly Care Workshop, showing professional under-desk cable management with safe connections.",1200,900
amberly-care-workshop,Amberly Care Workshop,IT Support,3,portfolio,amberly-care-workshop-small-business-tech-support-04.svg,"Fictional it support portfolio concept for Amberly Care Workshop, showing a calm small-business workstation and network setup.",1200,900
beacon-lane-co,Beacon Lane Co.,Graphic Design,0,thumbnail,beacon-lane-co-brand-identity-01.svg,"Fictional graphic design portfolio concept for Beacon Lane Co., showing an abstract brand-identity moodboard with geometric marks and swatches.",1200,900
waypoint-crew-studio,Waypoint Crew Studio,Home Organization,0,thumbnail,waypoint-crew-studio-closet-refresh-01.svg,"Fictional home organization portfolio concept for Waypoint Crew Studio, showing a completed walk-in closet refresh with grouped clothing and baskets.",1200,900
nestled-works-practice,Nestled Works Practice,Handyman Services,0,thumbnail,nestled-works-practice-mounting-and-installs-01.svg,"Fictional handyman services portfolio concept for Nestled Works Practice, showing a completed entryway with sturdy wall hooks and a level floating shelf.",1200,900
nestled-works-practice,Nestled Works Practice,Handyman Services,1,portfolio,nestled-works-practice-general-home-repair-02.svg,"Fictional handyman services portfolio concept for Nestled Works Practice, showing a smooth repaired and repainted interior wall.",1200,900
nestled-works-practice,Nestled Works Practice,Handyman Services,2,portfolio,nestled-works-practice-seasonal-home-prep-03.svg,"Fictional handyman services portfolio concept for Nestled Works Practice, showing completed window weather-sealing and trim refresh.",1200,900
lakeshore-heating-co,Lakeshore Heating Co.,Heating and Cooling,0,thumbnail,lakeshore-heating-co-system-installation-01.svg,"Fictional heating and cooling portfolio concept for Lakeshore Heating Co., showing a finished residential air-handler and ductwork installation.",1200,900
maple-care-company,Maple Care Company,Electrical,0,thumbnail,maple-care-company-interior-lighting-upgrade-01.svg,"Fictional electrical portfolio concept for Maple Care Company, showing a completed living-room layered lighting upgrade.",1200,900
amberly-home-atelier,Amberly Home Atelier,Home Cleaning,0,thumbnail,amberly-home-atelier-recurring-home-cleaning-01.svg,"Fictional home cleaning portfolio concept for Amberly Home Atelier, showing a freshly finished living room after recurring home cleaning.",1200,900
amberly-home-atelier,Amberly Home Atelier,Home Cleaning,1,portfolio,amberly-home-atelier-deep-kitchen-cleaning-02.svg,"Fictional home cleaning portfolio concept for Amberly Home Atelier, showing a detailed bright kitchen with spotless counters and sink.",1200,900
amberly-home-atelier,Amberly Home Atelier,Home Cleaning,2,portfolio,amberly-home-atelier-bathroom-cleaning-03.svg,"Fictional home cleaning portfolio concept for Amberly Home Atelier, showing a polished bathroom vanity, mirror and shower.",1200,900
maple-collective-workshop,Maple Collective Workshop,Landscaping,0,thumbnail,maple-collective-workshop-garden-bed-refresh-01.svg,"Fictional landscaping portfolio concept for Maple Collective Workshop, showing a completed native garden-bed refresh with a stone path.",1200,900
maple-collective-workshop,Maple Collective Workshop,Landscaping,1,portfolio,maple-collective-workshop-lawn-care-02.svg,"Fictional landscaping portfolio concept for Maple Collective Workshop, showing a healthy lawn with crisp professional edging.",1200,900
maple-collective-workshop,Maple Collective Workshop,Landscaping,2,portfolio,maple-collective-workshop-raised-garden-refresh-03.svg,"Fictional landscaping portfolio concept for Maple Collective Workshop, showing refreshed raised vegetable and herb beds.",1200,900
maple-collective-workshop,Maple Collective Workshop,Landscaping,3,portfolio,maple-collective-workshop-seasonal-cleanup-04.svg,"Fictional landscaping portfolio concept for Maple Collective Workshop, showing a tidy seasonal leaf-cleanup result around a suburban home.",1200,900
truenorth-moving-company,TrueNorth Moving Company,Moving Services,0,thumbnail,truenorth-moving-company-local-move-support-01.svg,"Fictional moving services portfolio concept for TrueNorth Moving Company, showing an organized residential entry with sturdy boxes and a clear path.",1200,900
truenorth-moving-company,TrueNorth Moving Company,Moving Services,1,portfolio,truenorth-moving-company-furniture-transport-02.svg,"Fictional moving services portfolio concept for TrueNorth Moving Company, showing a sofa and chair carefully protected with reusable moving blankets.",1200,900
truenorth-moving-company,TrueNorth Moving Company,Moving Services,2,portfolio,truenorth-moving-company-packing-assistance-03.svg,"Fictional moving services portfolio concept for TrueNorth Moving Company, showing a well-stocked, text-free residential packing station.",1200,900
bluebell-works,Bluebell Works,Appliance Repair,0,thumbnail,bluebell-works-refrigerator-diagnosis-01.svg,"Fictional appliance repair portfolio concept for Bluebell Works, showing a refrigerator temperature-assessment setting in a bright kitchen.",1200,900
bluebell-works,Bluebell Works,Appliance Repair,1,portfolio,bluebell-works-laundry-appliance-support-02.svg,"Fictional appliance repair portfolio concept for Bluebell Works, showing a washer and dryer levelling-assessment setting.",1200,900
bluebell-works,Bluebell Works,Appliance Repair,2,portfolio,bluebell-works-dishwasher-diagnosis-03.svg,"Fictional appliance repair portfolio concept for Bluebell Works, showing a careful dishwasher door and rack inspection.",1200,900
bluebell-works,Bluebell Works,Appliance Repair,3,portfolio,bluebell-works-oven-inspection-04.svg,"Fictional appliance repair portfolio concept for Bluebell Works, showing an oven door, seal and rack inspection setting.",1200,900
skyline-works-studio,Skyline Works Studio,Pet Grooming,0,thumbnail,skyline-works-studio-bath-and-brush-01.svg,"Fictional pet grooming portfolio concept for Skyline Works Studio, showing a calm mixed-breed dog after a professional bath and brush.",1200,900
sunrise-place-atelier,Sunrise Place Atelier,IT Support,0,thumbnail,sunrise-place-atelier-device-setup-support-01.svg,"Fictional it support portfolio concept for Sunrise Place Atelier, showing a tidy laptop and desktop device setup.",1200,900
sunrise-place-atelier,Sunrise Place Atelier,IT Support,1,portfolio,sunrise-place-atelier-home-network-review-02.svg,"Fictional it support portfolio concept for Sunrise Place Atelier, showing an organized router and home-network review setting.",1200,900
sunrise-place-atelier,Sunrise Place Atelier,IT Support,2,portfolio,sunrise-place-atelier-cable-management-03.svg,"Fictional it support portfolio concept for Sunrise Place Atelier, showing professional under-desk cable management with safe connections.",1200,900
sunrise-place-atelier,Sunrise Place Atelier,IT Support,3,portfolio,sunrise-place-atelier-small-business-tech-support-04.svg,"Fictional it support portfolio concept for Sunrise Place Atelier, showing a calm small-business workstation and network setup.",1200,900
horizon-local-group,Horizon Local Group,Graphic Design,0,thumbnail,horizon-local-group-brand-identity-01.svg,"Fictional graphic design portfolio concept for Horizon Local Group, showing an abstract brand-identity moodboard with geometric marks and swatches.",1200,900
horizon-local-group,Horizon Local Group,Graphic Design,1,portfolio,horizon-local-group-print-collateral-02.svg,"Fictional graphic design portfolio concept for Horizon Local Group, showing refined blank print collateral mockups and paper stocks.",1200,900
horizon-local-group,Horizon Local Group,Graphic Design,2,portfolio,horizon-local-group-social-visual-kit-03.svg,"Fictional graphic design portfolio concept for Horizon Local Group, showing abstract social visual tiles across tablet and phone.",1200,900
nestled-place-group,Nestled Place Group,Landscaping,0,thumbnail,nestled-place-group-garden-bed-refresh-01.svg,"Fictional landscaping portfolio concept for Nestled Place Group, showing a completed native garden-bed refresh with a stone path.",1200,900
nestled-place-group,Nestled Place Group,Landscaping,1,portfolio,nestled-place-group-lawn-care-02.svg,"Fictional landscaping portfolio concept for Nestled Place Group, showing a healthy lawn with crisp professional edging.",1200,900
harbour-home-team,Harbour Home Team,Appliance Repair,0,thumbnail,harbour-home-team-refrigerator-diagnosis-01.svg,"Fictional appliance repair portfolio concept for Harbour Home Team, showing a refrigerator temperature-assessment setting in a bright kitchen.",1200,900
harbour-home-team,Harbour Home Team,Appliance Repair,1,portfolio,harbour-home-team-laundry-appliance-support-02.svg,"Fictional appliance repair portfolio concept for Harbour Home Team, showing a washer and dryer levelling-assessment setting.",1200,900
harbour-home-team,Harbour Home Team,Appliance Repair,2,portfolio,harbour-home-team-dishwasher-diagnosis-03.svg,"Fictional appliance repair portfolio concept for Harbour Home Team, showing a careful dishwasher door and rack inspection.",1200,900
harbour-home-team,Harbour Home Team,Appliance Repair,3,portfolio,harbour-home-team-oven-inspection-04.svg,"Fictional appliance repair portfolio concept for Harbour Home Team, showing an oven door, seal and rack inspection setting.",1200,900
beacon-home-group,Beacon Home Group,Auto Detailing,0,thumbnail,beacon-home-group-exterior-detailing-01.svg,"Fictional auto detailing portfolio concept for Beacon Home Group, showing a freshly detailed charcoal crossover exterior.",1200,900
beacon-home-group,Beacon Home Group,Auto Detailing,1,portfolio,beacon-home-group-interior-detailing-02.svg,"Fictional auto detailing portfolio concept for Beacon Home Group, showing a spotless neutral vehicle interior.",1200,900
beacon-home-group,Beacon Home Group,Auto Detailing,2,portfolio,beacon-home-group-wheel-finish-detailing-03.svg,"Fictional auto detailing portfolio concept for Beacon Home Group, showing a clean alloy wheel, tire and lower-body finish.",1200,900
pinecrest-room-practice,Pinecrest Room Practice,Pet Grooming,0,thumbnail,pinecrest-room-practice-bath-and-brush-01.svg,"Fictional pet grooming portfolio concept for Pinecrest Room Practice, showing a calm mixed-breed dog after a professional bath and brush.",1200,900
pinecrest-room-practice,Pinecrest Room Practice,Pet Grooming,1,portfolio,pinecrest-room-practice-full-groom-package-02.svg,"Fictional pet grooming portfolio concept for Pinecrest Room Practice, showing a comfortable small dog after a full groom.",1200,900
waypoint-local-collective,Waypoint Local Collective,Photography,0,thumbnail,waypoint-local-collective-portrait-studio-01.svg,"Fictional photography portfolio concept for Waypoint Local Collective, showing a neutral daylight portrait studio setup.",1200,900
northwind-crew-co,Northwind Crew Co.,Event Decorating,0,thumbnail,northwind-crew-co-table-styling-01.svg,"Fictional event decorating portfolio concept for Northwind Crew Co., showing completed table styling with neutral linens, candles and greenery.",1200,900
northwind-crew-co,Northwind Crew Co.,Event Decorating,1,portfolio,northwind-crew-co-balloon-backdrop-02.svg,"Fictional event decorating portfolio concept for Northwind Crew Co., showing a tasteful balloon and fabric backdrop in warm neutral colors.",1200,900
amberly-home-atelier-2,Amberly Home Atelier,Home Organization,0,thumbnail,amberly-home-atelier-2-closet-refresh-01.svg,"Fictional home organization portfolio concept for Amberly Home Atelier, showing a completed walk-in closet refresh with grouped clothing and baskets.",1200,900
amberly-home-atelier-2,Amberly Home Atelier,Home Organization,1,portfolio,amberly-home-atelier-2-pantry-organization-02.svg,"Fictional home organization portfolio concept for Amberly Home Atelier, showing an organized pantry with clear bins and woven baskets.",1200,900
maple-heating-team,Maple Heating Team,Heating and Cooling,0,thumbnail,maple-heating-team-system-installation-01.svg,"Fictional heating and cooling portfolio concept for Maple Heating Team, showing a finished residential air-handler and ductwork installation.",1200,900
maple-heating-team,Maple Heating Team,Heating and Cooling,1,portfolio,maple-heating-team-heat-pump-comfort-02.svg,"Fictional heating and cooling portfolio concept for Maple Heating Team, showing a wall-mounted heat-pump comfort system in a bright living room.",1200,900
maple-heating-team,Maple Heating Team,Heating and Cooling,2,portfolio,maple-heating-team-filter-airflow-review-03.svg,"Fictional heating and cooling portfolio concept for Maple Heating Team, showing a clean filter-access and airflow-review setting.",1200,900
skyline-home,Skyline Home,Plumbing,0,thumbnail,skyline-home-kitchen-fixture-update-01.svg,"Fictional plumbing portfolio concept for Skyline Home, showing a completed kitchen sink and faucet update with orderly plumbing.",1200,900
skyline-home,Skyline Home,Plumbing,1,portfolio,skyline-home-bath-fixture-update-02.svg,"Fictional plumbing portfolio concept for Skyline Home, showing a bright bathroom with updated shower and tub fixtures.",1200,900
skyline-home,Skyline Home,Plumbing,2,portfolio,skyline-home-water-heater-support-03.svg,"Fictional plumbing portfolio concept for Skyline Home, showing a neatly installed residential water heater in a clean utility room.",1200,900
skyline-home,Skyline Home,Plumbing,3,portfolio,skyline-home-drain-assessment-04.svg,"Fictional plumbing portfolio concept for Skyline Home, showing a clean vanity basin and drain-assessment setting with intact fixtures.",1200,900
greenfield-works-workshop,Greenfield Works Workshop,Photography,0,thumbnail,greenfield-works-workshop-portrait-studio-01.svg,"Fictional photography portfolio concept for Greenfield Works Workshop, showing a neutral daylight portrait studio setup.",1200,900
greenfield-works-workshop,Greenfield Works Workshop,Photography,1,portfolio,greenfield-works-workshop-event-photography-02.svg,"Fictional photography portfolio concept for Greenfield Works Workshop, showing an elegant event-detail photography setting.",1200,900
cedar-works-company,Cedar Works Company,Web Design,0,thumbnail,cedar-works-company-responsive-marketing-site-01.svg,"Fictional web design portfolio concept for Cedar Works Company, showing a responsive fictional marketing site across three devices.",1200,900
cedar-works-company,Cedar Works Company,Web Design,1,portfolio,cedar-works-company-website-redesign-02.svg,"Fictional web design portfolio concept for Cedar Works Company, showing website redesign wireframes and interface cards.",1200,900
cedar-works-company,Cedar Works Company,Web Design,2,portfolio,cedar-works-company-landing-page-design-03.svg,"Fictional web design portfolio concept for Cedar Works Company, showing a conversion-focused landing page mockup with clean hierarchy.",1200,900
clearview-crew-services,Clearview Crew Services,Event Decorating,0,thumbnail,clearview-crew-services-table-styling-01.svg,"Fictional event decorating portfolio concept for Clearview Crew Services, showing completed table styling with neutral linens, candles and greenery.",1200,900
clearview-crew-services,Clearview Crew Services,Event Decorating,1,portfolio,clearview-crew-services-balloon-backdrop-02.svg,"Fictional event decorating portfolio concept for Clearview Crew Services, showing a tasteful balloon and fabric backdrop in warm neutral colors.",1200,900
clearview-crew-services,Clearview Crew Services,Event Decorating,2,portfolio,clearview-crew-services-ceremony-decor-03.svg,"Fictional event decorating portfolio concept for Clearview Crew Services, showing a seasonal floral ceremony arrangement with chairs and aisle.",1200,900
clearview-crew-services,Clearview Crew Services,Event Decorating,3,portfolio,clearview-crew-services-full-event-styling-04.svg,"Fictional event decorating portfolio concept for Clearview Crew Services, showing a fully styled intimate celebration venue.",1200,900
summit-home-team,Summit Home Team,Home Organization,0,thumbnail,summit-home-team-closet-refresh-01.svg,"Fictional home organization portfolio concept for Summit Home Team, showing a completed walk-in closet refresh with grouped clothing and baskets.",1200,900
summit-home-team,Summit Home Team,Home Organization,1,portfolio,summit-home-team-pantry-organization-02.svg,"Fictional home organization portfolio concept for Summit Home Team, showing an organized pantry with clear bins and woven baskets.",1200,900
summit-home-team,Summit Home Team,Home Organization,2,portfolio,summit-home-team-kitchen-drawer-organization-03.svg,"Fictional home organization portfolio concept for Summit Home Team, showing carefully divided kitchen drawers with everyday tools.",1200,900
summit-home-team,Summit Home Team,Home Organization,3,portfolio,summit-home-team-whole-home-reset-04.svg,"Fictional home organization portfolio concept for Summit Home Team, showing a calm mudroom reset with hooks, shoes and baskets.",1200,900
northwind-electrical-atelier,Northwind Electrical Atelier,Electrical,0,thumbnail,northwind-electrical-atelier-interior-lighting-upgrade-01.svg,"Fictional electrical portfolio concept for Northwind Electrical Atelier, showing a completed living-room layered lighting upgrade.",1200,900
horizon-home-atelier-2,Horizon Home Atelier,Home Cleaning,0,thumbnail,horizon-home-atelier-2-recurring-home-cleaning-01.svg,"Fictional home cleaning portfolio concept for Horizon Home Atelier, showing a freshly finished living room after recurring home cleaning.",1200,900
horizon-home-atelier-2,Horizon Home Atelier,Home Cleaning,1,portfolio,horizon-home-atelier-2-deep-kitchen-cleaning-02.svg,"Fictional home cleaning portfolio concept for Horizon Home Atelier, showing a detailed bright kitchen with spotless counters and sink.",1200,900
horizon-home-atelier-2,Horizon Home Atelier,Home Cleaning,2,portfolio,horizon-home-atelier-2-bathroom-cleaning-03.svg,"Fictional home cleaning portfolio concept for Horizon Home Atelier, showing a polished bathroom vanity, mirror and shower.",1200,900
truenorth-partners-collective,TrueNorth Partners Collective,Landscaping,0,thumbnail,truenorth-partners-collective-garden-bed-refresh-01.svg,"Fictional landscaping portfolio concept for TrueNorth Partners Collective, showing a completed native garden-bed refresh with a stone path.",1200,900
truenorth-partners-collective,TrueNorth Partners Collective,Landscaping,1,portfolio,truenorth-partners-collective-lawn-care-02.svg,"Fictional landscaping portfolio concept for TrueNorth Partners Collective, showing a healthy lawn with crisp professional edging.",1200,900
truenorth-partners-collective,TrueNorth Partners Collective,Landscaping,2,portfolio,truenorth-partners-collective-raised-garden-refresh-03.svg,"Fictional landscaping portfolio concept for TrueNorth Partners Collective, showing refreshed raised vegetable and herb beds.",1200,900
meadow-services,Meadow Services,Painting,0,thumbnail,meadow-services-interior-painting-01.svg,"Fictional painting portfolio concept for Meadow Services, showing a freshly completed olive living-room accent wall with crisp trim.",1200,900
meadow-services,Meadow Services,Painting,1,portfolio,meadow-services-exterior-painting-02.svg,"Fictional painting portfolio concept for Meadow Services, showing newly refreshed residential exterior siding and porch.",1200,900
meadow-services,Meadow Services,Painting,2,portfolio,meadow-services-cabinet-refinishing-03.svg,"Fictional painting portfolio concept for Meadow Services, showing completed warm-neutral kitchen cabinet refinishing.",1200,900
meadow-services,Meadow Services,Painting,3,portfolio,meadow-services-feature-wall-painting-04.svg,"Fictional painting portfolio concept for Meadow Services, showing a precise muted-blue bedroom feature wall.",1200,900
silverline-appliance-collective,Silverline Appliance Collective,Appliance Repair,0,thumbnail,silverline-appliance-collective-refrigerator-diagnosis-01.svg,"Fictional appliance repair portfolio concept for Silverline Appliance Collective, showing a refrigerator temperature-assessment setting in a bright kitchen.",1200,900
silverline-appliance-collective,Silverline Appliance Collective,Appliance Repair,1,portfolio,silverline-appliance-collective-laundry-appliance-support-02.svg,"Fictional appliance repair portfolio concept for Silverline Appliance Collective, showing a washer and dryer levelling-assessment setting.",1200,900
silverline-appliance-collective,Silverline Appliance Collective,Appliance Repair,2,portfolio,silverline-appliance-collective-dishwasher-diagnosis-03.svg,"Fictional appliance repair portfolio concept for Silverline Appliance Collective, showing a careful dishwasher door and rack inspection.",1200,900
silverline-appliance-collective,Silverline Appliance Collective,Appliance Repair,3,portfolio,silverline-appliance-collective-oven-inspection-04.svg,"Fictional appliance repair portfolio concept for Silverline Appliance Collective, showing an oven door, seal and rack inspection setting.",1200,900
bridgewater-local-atelier,Bridgewater Local Atelier,Auto Detailing,0,thumbnail,bridgewater-local-atelier-exterior-detailing-01.svg,"Fictional auto detailing portfolio concept for Bridgewater Local Atelier, showing a freshly detailed charcoal crossover exterior.",1200,900
bridgewater-local-atelier,Bridgewater Local Atelier,Auto Detailing,1,portfolio,bridgewater-local-atelier-interior-detailing-02.svg,"Fictional auto detailing portfolio concept for Bridgewater Local Atelier, showing a spotless neutral vehicle interior.",1200,900
bridgewater-local-atelier,Bridgewater Local Atelier,Auto Detailing,2,portfolio,bridgewater-local-atelier-wheel-finish-detailing-03.svg,"Fictional auto detailing portfolio concept for Bridgewater Local Atelier, showing a clean alloy wheel, tire and lower-body finish.",1200,900
bridgewater-local-atelier,Bridgewater Local Atelier,Auto Detailing,3,portfolio,bridgewater-local-atelier-full-detail-package-04.svg,"Fictional auto detailing portfolio concept for Bridgewater Local Atelier, showing a completed full-detail family sedan with a clean interior.",1200,900
pinecrest-home-atelier,Pinecrest Home Atelier,Home Organization,0,thumbnail,pinecrest-home-atelier-closet-refresh-01.svg,"Fictional home organization portfolio concept for Pinecrest Home Atelier, showing a completed walk-in closet refresh with grouped clothing and baskets.",1200,900
beacon-room,Beacon Room,Heating and Cooling,0,thumbnail,beacon-room-system-installation-01.svg,"Fictional heating and cooling portfolio concept for Beacon Room, showing a finished residential air-handler and ductwork installation.",1200,900
beacon-room,Beacon Room,Heating and Cooling,1,portfolio,beacon-room-heat-pump-comfort-02.svg,"Fictional heating and cooling portfolio concept for Beacon Room, showing a wall-mounted heat-pump comfort system in a bright living room.",1200,900
beacon-room,Beacon Room,Heating and Cooling,2,portfolio,beacon-room-filter-airflow-review-03.svg,"Fictional heating and cooling portfolio concept for Beacon Room, showing a clean filter-access and airflow-review setting.",1200,900
greenfield-services,Greenfield Services,Plumbing,0,thumbnail,greenfield-services-kitchen-fixture-update-01.svg,"Fictional plumbing portfolio concept for Greenfield Services, showing a completed kitchen sink and faucet update with orderly plumbing.",1200,900
greenfield-services,Greenfield Services,Plumbing,1,portfolio,greenfield-services-bath-fixture-update-02.svg,"Fictional plumbing portfolio concept for Greenfield Services, showing a bright bathroom with updated shower and tub fixtures.",1200,900
greenfield-services,Greenfield Services,Plumbing,2,portfolio,greenfield-services-water-heater-support-03.svg,"Fictional plumbing portfolio concept for Greenfield Services, showing a neatly installed residential water heater in a clean utility room.",1200,900
greenfield-services,Greenfield Services,Plumbing,3,portfolio,greenfield-services-drain-assessment-04.svg,"Fictional plumbing portfolio concept for Greenfield Services, showing a clean vanity basin and drain-assessment setting with intact fixtures.",1200,900
northwind-works-studio,Northwind Works Studio,Home Cleaning,0,thumbnail,northwind-works-studio-recurring-home-cleaning-01.svg,"Fictional home cleaning portfolio concept for Northwind Works Studio, showing a freshly finished living room after recurring home cleaning.",1200,900
northwind-works-studio,Northwind Works Studio,Home Cleaning,1,portfolio,northwind-works-studio-deep-kitchen-cleaning-02.svg,"Fictional home cleaning portfolio concept for Northwind Works Studio, showing a detailed bright kitchen with spotless counters and sink.",1200,900
northwind-works-studio,Northwind Works Studio,Home Cleaning,2,portfolio,northwind-works-studio-bathroom-cleaning-03.svg,"Fictional home cleaning portfolio concept for Northwind Works Studio, showing a polished bathroom vanity, mirror and shower.",1200,900
northwind-works-studio,Northwind Works Studio,Home Cleaning,3,portfolio,northwind-works-studio-move-out-cleaning-04.svg,"Fictional home cleaning portfolio concept for Northwind Works Studio, showing an empty room vacuumed and ready for turnover.",1200,900
beacon-house-company,Beacon House Company,Landscaping,0,thumbnail,beacon-house-company-garden-bed-refresh-01.svg,"Fictional landscaping portfolio concept for Beacon House Company, showing a completed native garden-bed refresh with a stone path.",1200,900
beacon-house-company,Beacon House Company,Landscaping,1,portfolio,beacon-house-company-lawn-care-02.svg,"Fictional landscaping portfolio concept for Beacon House Company, showing a healthy lawn with crisp professional edging.",1200,900
beacon-house-company,Beacon House Company,Landscaping,2,portfolio,beacon-house-company-raised-garden-refresh-03.svg,"Fictional landscaping portfolio concept for Beacon House Company, showing refreshed raised vegetable and herb beds.",1200,900
nestled-flooring-workshop,Nestled Flooring Workshop,Flooring,0,thumbnail,nestled-flooring-workshop-hardwood-installation-01.svg,"Fictional flooring portfolio concept for Nestled Flooring Workshop, showing a completed light-oak hardwood floor with natural grain.",1200,900
nestled-flooring-workshop,Nestled Flooring Workshop,Flooring,1,portfolio,nestled-flooring-workshop-tile-layout-02.svg,"Fictional flooring portfolio concept for Nestled Flooring Workshop, showing a large-format porcelain tile floor with clean grout lines.",1200,900
nestled-flooring-workshop,Nestled Flooring Workshop,Flooring,2,portfolio,nestled-flooring-workshop-stair-flooring-03.svg,"Fictional flooring portfolio concept for Nestled Flooring Workshop, showing precise hardwood stair treads and nosing.",1200,900
meadow-works-workshop,Meadow Works Workshop,Appliance Repair,0,thumbnail,meadow-works-workshop-refrigerator-diagnosis-01.svg,"Fictional appliance repair portfolio concept for Meadow Works Workshop, showing a refrigerator temperature-assessment setting in a bright kitchen.",1200,900
meadow-works-workshop,Meadow Works Workshop,Appliance Repair,1,portfolio,meadow-works-workshop-laundry-appliance-support-02.svg,"Fictional appliance repair portfolio concept for Meadow Works Workshop, showing a washer and dryer levelling-assessment setting.",1200,900
clearview-home-atelier,Clearview Home Atelier,Auto Detailing,0,thumbnail,clearview-home-atelier-exterior-detailing-01.svg,"Fictional auto detailing portfolio concept for Clearview Home Atelier, showing a freshly detailed charcoal crossover exterior.",1200,900
clearview-services-collective,Clearview Services Collective,Photography,0,thumbnail,clearview-services-collective-portrait-studio-01.svg,"Fictional photography portfolio concept for Clearview Services Collective, showing a neutral daylight portrait studio setup.",1200,900
clearview-services-collective,Clearview Services Collective,Photography,1,portfolio,clearview-services-collective-event-photography-02.svg,"Fictional photography portfolio concept for Clearview Services Collective, showing an elegant event-detail photography setting.",1200,900
clearview-services-collective,Clearview Services Collective,Photography,2,portfolio,clearview-services-collective-product-photography-03.svg,"Fictional photography portfolio concept for Clearview Services Collective, showing a refined ceramic product photography setup.",1200,900
fairway-place-practice,Fairway Place Practice,IT Support,0,thumbnail,fairway-place-practice-device-setup-support-01.svg,"Fictional it support portfolio concept for Fairway Place Practice, showing a tidy laptop and desktop device setup.",1200,900
fairway-place-practice,Fairway Place Practice,IT Support,1,portfolio,fairway-place-practice-home-network-review-02.svg,"Fictional it support portfolio concept for Fairway Place Practice, showing an organized router and home-network review setting.",1200,900
fairway-place-practice,Fairway Place Practice,IT Support,2,portfolio,fairway-place-practice-cable-management-03.svg,"Fictional it support portfolio concept for Fairway Place Practice, showing professional under-desk cable management with safe connections.",1200,900
truenorth-services-company,TrueNorth Services Company,Web Design,0,thumbnail,truenorth-services-company-responsive-marketing-site-01.svg,"Fictional web design portfolio concept for TrueNorth Services Company, showing a responsive fictional marketing site across three devices.",1200,900
bridgewater-lane,Bridgewater Lane,Home Organization,0,thumbnail,bridgewater-lane-closet-refresh-01.svg,"Fictional home organization portfolio concept for Bridgewater Lane, showing a completed walk-in closet refresh with grouped clothing and baskets.",1200,900
bluebell-works-co,Bluebell Works Co.,Landscaping,0,thumbnail,bluebell-works-co-garden-bed-refresh-01.svg,"Fictional landscaping portfolio concept for Bluebell Works Co., showing a completed native garden-bed refresh with a stone path.",1200,900
pinecrest-studio-studio,Pinecrest Studio Studio,Moving Services,0,thumbnail,pinecrest-studio-studio-local-move-support-01.svg,"Fictional moving services portfolio concept for Pinecrest Studio Studio, showing an organized residential entry with sturdy boxes and a clear path.",1200,900
meadow-room,Meadow Room,Painting,0,thumbnail,meadow-room-interior-painting-01.svg,"Fictional painting portfolio concept for Meadow Room, showing a freshly completed olive living-room accent wall with crisp trim.",1200,900
meadow-room,Meadow Room,Painting,1,portfolio,meadow-room-exterior-painting-02.svg,"Fictional painting portfolio concept for Meadow Room, showing newly refreshed residential exterior siding and porch.",1200,900
meadow-room,Meadow Room,Painting,2,portfolio,meadow-room-cabinet-refinishing-03.svg,"Fictional painting portfolio concept for Meadow Room, showing completed warm-neutral kitchen cabinet refinishing.",1200,900
meadow-room,Meadow Room,Painting,3,portfolio,meadow-room-feature-wall-painting-04.svg,"Fictional painting portfolio concept for Meadow Room, showing a precise muted-blue bedroom feature wall.",1200,900
lakeshore-appliance-co,Lakeshore Appliance Co.,Appliance Repair,0,thumbnail,lakeshore-appliance-co-refrigerator-diagnosis-01.svg,"Fictional appliance repair portfolio concept for Lakeshore Appliance Co., showing a refrigerator temperature-assessment setting in a bright kitchen.",1200,900
lakeshore-appliance-co,Lakeshore Appliance Co.,Appliance Repair,1,portfolio,lakeshore-appliance-co-laundry-appliance-support-02.svg,"Fictional appliance repair portfolio concept for Lakeshore Appliance Co., showing a washer and dryer levelling-assessment setting.",1200,900
lakeshore-appliance-co,Lakeshore Appliance Co.,Appliance Repair,2,portfolio,lakeshore-appliance-co-dishwasher-diagnosis-03.svg,"Fictional appliance repair portfolio concept for Lakeshore Appliance Co., showing a careful dishwasher door and rack inspection.",1200,900
bridgewater-photography-team,Bridgewater Photography Team,Photography,0,thumbnail,bridgewater-photography-team-portrait-studio-01.svg,"Fictional photography portfolio concept for Bridgewater Photography Team, showing a neutral daylight portrait studio setup.",1200,900
